"CVE_ENT","CVE_MUN","DESC_ENT","DESC_MUN","POBTOT"
28,26,"TAMAULIPAS","MIQUIHUANA",3704
28,28,"TAMAULIPAS","NUEVO MORELOS",3810
28,29,"TAMAULIPAS","OCAMPO",13289
28,31,"TAMAULIPAS","PALMILLAS",1914
28,37,"TAMAULIPAS","SOTO LA MARINA",23702
28,9,"TAMAULIPAS","CIUDAD MADERO",205906
28,3,"TAMAULIPAS","ALTAMIRA",269713
28,38,"TAMAULIPAS","TAMPICO",297612
29,9,"TLAXCALA","CUAXOMULCO",6008
29,13,"TLAXCALA","HUAMANTLA",98878
29,3,"TLAXCALA","APIZACO",82854
29,4,"TLAXCALA","ATLANGATEPEC",7091
29,5,"TLAXCALA","ATLTZAYANCA",18011
29,7,"TLAXCALA","EL CARMEN TEQUEXQUITLA",17169
29,8,"TLAXCALA","CUAPIAXTLA",16370
29,37,"TLAXCALA","ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS",9207
29,38,"TLAXCALA","TZOMPANTEPEC",17998
29,39,"TLAXCALA","XALOZTOC",25727
29,50,"TLAXCALA","SAN JOSE TEACALCO",6421
29,54,"TLAXCALA","EMILIANO ZAPATA",4947
29,55,"TLAXCALA","LAZARO CARDENAS",3519
29,16,"TLAXCALA","IXTENCO",7511
29,26,"TLAXCALA","SANTA CRUZ TLAXCALA",24485
29,30,"TLAXCALA","TERRENATE",15479
29,31,"TLAXCALA","TETLA DE LA SOLIDARIDAD",34613
29,34,"TLAXCALA","TLAXCO",45572
29,35,"TLAXCALA","TOCATLAN",6223
29,28,"TLAXCALA","TEOLOCHOLCO",24963
29,29,"TLAXCALA","TEPEYANCO",13681
29,33,"TLAXCALA","TLAXCALA",98713
29,2,"TLAXCALA","APETATITLAN DE ANTONIO CARVAJAL",16895
29,10,"TLAXCALA","CHIAUTEMPAN",74151
29,17,"TLAXCALA","MAZATECOCHCO DE JOSE MARIA MORELOS",11534
29,18,"TLAXCALA","CONTLA DE JUAN CUAMATZI",37498
29,22,"TLAXCALA","ACUAMANALA DE MIGUEL HIDALGO",6591
29,25,"TLAXCALA","SAN PABLO DEL MONTE",82881
29,27,"TLAXCALA","TENANCINGO",12947
29,36,"TLAXCALA","TOTOLAC",22724
29,41,"TLAXCALA","PAPALOTLA DE XICOHTENCATL",32247
29,46,"TLAXCALA","SANTA CRUZ QUILEHTLA",7584
29,49,"TLAXCALA","SANTA ISABEL XILOXOXTLA",4310
29,51,"TLAXCALA","SAN FRANCISCO TETLANOHCAN",11994
29,52,"TLAXCALA","LA MAGDALENA TLALTELULCO",18857
29,19,"TLAXCALA","TEPETITLA DE LARDIZABAL",22257
29,14,"TLAXCALA","HUEYOTLIPAN",15195
29,15,"TLAXCALA","IXTACUIXTLA DE MARIANO MATAMOROS",38971
29,1,"TLAXCALA","AMAXAC DE GUERRERO",12038
29,6,"TLAXCALA","CALPULALPAN",51191
29,11,"TLAXCALA","MUNOZ DE DOMINGO ARENAS",5171
29,12,"TLAXCALA","ESPANITA",9416
29,43,"TLAXCALA","YAUHQUEMEHCAN",40231
29,44,"TLAXCALA","ZACATELCO",46674
29,45,"TLAXCALA","SANTA APOLONIA TEACALCO",4466
29,47,"TLAXCALA","SAN JUAN HUACTZINCO",7640
29,48,"TLAXCALA","SANTA CATARINA AYOMETLA",10055
29,53,"TLAXCALA","SAN DAMIAN TEXOLOC",5874
29,20,"TLAXCALA","SANCTORUM DE LAZARO CARDENAS",9407
29,21,"TLAXCALA","NANACAMILPA DE MARIANO ARISTA",18667
29,23,"TLAXCALA","NATIVITAS",26606
29,24,"TLAXCALA","PANOTLA",28357
29,32,"TLAXCALA","TETLATLAHUCA",13462
29,40,"TLAXCALA","XALTOCAN",10752
29,42,"TLAXCALA","XICOHTZINCO",14860
29,58,"TLAXCALA","SANTA ANA NOPALUCAN",7932
29,59,"TLAXCALA","SAN LORENZO AXOCOMANITLA",4713
29,60,"TLAXCALA","BENITO JUAREZ",6236
29,56,"TLAXCALA","SAN JERONIMO ZACUALPAN",4097
29,57,"TLAXCALA","SAN LUCAS TECOPILCO",3056
3,3,"BAJA CALIFORNIA SUR","LA PAZ",292248
3,1,"BAJA CALIFORNIA SUR","COMONDU",72997
3,2,"BAJA CALIFORNIA SUR","MULEGE",64148
3,5,"BAJA CALIFORNIA SUR","LORETO",17954
3,4,"BAJA CALIFORNIA SUR","LOS CABOS",351100
30,124,"VERACRUZ DE IGNACIO DE LA LLAVE","PANUCO",96082
30,15,"VERACRUZ DE IGNACIO DE LA LLAVE","NARANJOS AMATLAN",26616
30,37,"VERACRUZ DE IGNACIO DE LA LLAVE","CITLALTEPETL",11616
30,62,"VERACRUZ DE IGNACIO DE LA LLAVE","CHINAMPA DE GOROSTIZA",16230
30,122,"VERACRUZ DE IGNACIO DE LA LLAVE","OZULUAMA",22774
30,151,"VERACRUZ DE IGNACIO DE LA LLAVE","TAMALIN",12139
30,152,"VERACRUZ DE IGNACIO DE LA LLAVE","TAMIAHUA",21979
30,153,"VERACRUZ DE IGNACIO DE LA LLAVE","TAMPICO ALTO",11331
30,133,"VERACRUZ DE IGNACIO DE LA LLAVE","PUEBLO VIEJO",58059
30,154,"VERACRUZ DE IGNACIO DE LA LLAVE","TANCOCO",5924
30,155,"VERACRUZ DE IGNACIO DE LA LLAVE","TANTIMA",11489
30,160,"VERACRUZ DE IGNACIO DE LA LLAVE","TEMPOAL",34320
30,207,"VERACRUZ DE IGNACIO DE LA LLAVE","EL HIGO",18736
30,89,"VERACRUZ DE IGNACIO DE LA LLAVE","XALAPA",483932
30,41,"VERACRUZ DE IGNACIO DE LA LLAVE","COATZACOALCOS",310861
30,84,"VERACRUZ DE IGNACIO DE LA LLAVE","IXHUATLAN DEL SURESTE",15580
30,112,"VERACRUZ DE IGNACIO DE LA LLAVE","MOLOACAN",17012
30,206,"VERACRUZ DE IGNACIO DE LA LLAVE","AGUA DULCE",44140
30,29,"VERACRUZ DE IGNACIO DE LA LLAVE","BOCA DEL RIO",144550
30,106,"VERACRUZ DE IGNACIO DE LA LLAVE","MEDELLIN DE BRAVO",94597
30,192,"VERACRUZ DE IGNACIO DE LA LLAVE","VERACRUZ",607191
30,92,"VERACRUZ DE IGNACIO DE LA LLAVE","JAMAPA",10901
30,101,"VERACRUZ DE IGNACIO DE LA LLAVE","MANLIO FABIO ALTAMIRANO",24484
30,55,"VERACRUZ DE IGNACIO DE LA LLAVE","CUITLAHUAC",28673
30,73,"VERACRUZ DE IGNACIO DE LA LLAVE","HUATUSCO",59108
30,77,"VERACRUZ DE IGNACIO DE LA LLAVE","IGNACIO DE LA LLAVE",16492
30,7,"VERACRUZ DE IGNACIO DE LA LLAVE","CAMARON DE TEJEDA",6563
30,32,"VERACRUZ DE IGNACIO DE LA LLAVE","CARRILLO PUERTO",18740
30,45,"VERACRUZ DE IGNACIO DE LA LLAVE","COMAPA",19876
30,51,"VERACRUZ DE IGNACIO DE LA LLAVE","COTAXTLA",21950
30,173,"VERACRUZ DE IGNACIO DE LA LLAVE","TIERRA BLANCA",95122
30,126,"VERACRUZ DE IGNACIO DE LA LLAVE","PASO DEL MACHO",31977
30,127,"VERACRUZ DE IGNACIO DE LA LLAVE","PASO DE OVEJAS",32187
30,147,"VERACRUZ DE IGNACIO DE LA LLAVE","SOCHIAPA",3925
30,149,"VERACRUZ DE IGNACIO DE LA LLAVE","SOLEDAD DE DOBLADO",27625
30,180,"VERACRUZ DE IGNACIO DE LA LLAVE","TLALIXCOYAN",37951
30,200,"VERACRUZ DE IGNACIO DE LA LLAVE","ZENTLA",12581
30,109,"VERACRUZ DE IGNACIO DE LA LLAVE","MINATITLAN",153061
30,143,"VERACRUZ DE IGNACIO DE LA LLAVE","SAN JUAN EVANGELISTA",32579
30,63,"VERACRUZ DE IGNACIO DE LA LLAVE","LAS CHOAPAS",80068
30,72,"VERACRUZ DE IGNACIO DE LA LLAVE","HIDALGOTITLAN",17501
30,93,"VERACRUZ DE IGNACIO DE LA LLAVE","JESUS CARRANZA",29057
30,145,"VERACRUZ DE IGNACIO DE LA LLAVE","SAYULA DE ALEMAN",32475
30,209,"VERACRUZ DE IGNACIO DE LA LLAVE","UXPANAPA",30773
30,85,"VERACRUZ DE IGNACIO DE LA LLAVE","IXHUATLANCILLO",27029
30,87,"VERACRUZ DE IGNACIO DE LA LLAVE","IXTACZOQUITLAN",70269
30,49,"VERACRUZ DE IGNACIO DE LA LLAVE","COSCOMATEPEC",59633
30,9,"VERACRUZ DE IGNACIO DE LA LLAVE","ALPATLAHUAC",10338
30,23,"VERACRUZ DE IGNACIO DE LA LLAVE","ATZACAN",22691
30,30,"VERACRUZ DE IGNACIO DE LA LLAVE","CALCAHUALCO",13701
30,119,"VERACRUZ DE IGNACIO DE LA LLAVE","ORIZABA",115614
30,102,"VERACRUZ DE IGNACIO DE LA LLAVE","MARIANO ESCOBEDO",38813
30,128,"VERACRUZ DE IGNACIO DE LA LLAVE","LA PERLA",28098
30,139,"VERACRUZ DE IGNACIO DE LA LLAVE","RIO BLANCO",54882
30,46,"VERACRUZ DE IGNACIO DE LA LLAVE","CORDOBA",203142
30,14,"VERACRUZ DE IGNACIO DE LA LLAVE","AMATLAN DE LOS REYES",45120
30,22,"VERACRUZ DE IGNACIO DE LA LLAVE","ATOYAC",23068
30,70,"VERACRUZ DE IGNACIO DE LA LLAVE","FORTIN",69650
30,83,"VERACRUZ DE IGNACIO DE LA LLAVE","IXHUATLAN DEL CAFE",23547
30,164,"VERACRUZ DE IGNACIO DE LA LLAVE","TEPATLAXCO",8892
30,64,"VERACRUZ DE IGNACIO DE LA LLAVE","CHOCAMAN",20549
30,185,"VERACRUZ DE IGNACIO DE LA LLAVE","TOMATLAN",7292
30,196,"VERACRUZ DE IGNACIO DE LA LLAVE","YANGA",18115
30,204,"VERACRUZ DE IGNACIO DE LA LLAVE","TRES VALLES",45000
30,175,"VERACRUZ DE IGNACIO DE LA LLAVE","TLACOJALPAN",4495
30,189,"VERACRUZ DE IGNACIO DE LA LLAVE","TUXTILLA",2272
30,3,"VERACRUZ DE IGNACIO DE LA LLAVE","ACAYUCAN",79920
30,47,"VERACRUZ DE IGNACIO DE LA LLAVE","COSAMALOAPAN",54911
30,56,"VERACRUZ DE IGNACIO DE LA LLAVE","CHACALTIANGUIS",11449
30,79,"VERACRUZ DE IGNACIO DE LA LLAVE","ISLA",43113
30,86,"VERACRUZ DE IGNACIO DE LA LLAVE","IXMATLAHUACAN",5158
30,95,"VERACRUZ DE IGNACIO DE LA LLAVE","JUAN RODRIGUEZ CLARA",38377
30,120,"VERACRUZ DE IGNACIO DE LA LLAVE","OTATITLAN",5602
30,131,"VERACRUZ DE IGNACIO DE LA LLAVE","PLAYA VICENTE",39372
30,168,"VERACRUZ DE IGNACIO DE LA LLAVE","JOSE AZUETA",22669
30,208,"VERACRUZ DE IGNACIO DE LA LLAVE","CARLOS A. CARRILLO",23459
30,212,"VERACRUZ DE IGNACIO DE LA LLAVE","SANTIAGO SOCHIAPAN",12737
30,116,"VERACRUZ DE IGNACIO DE LA LLAVE","NOGALES",41671
30,118,"VERACRUZ DE IGNACIO DE LA LLAVE","OMEALCA",23596
30,100,"VERACRUZ DE IGNACIO DE LA LLAVE","MALTRATA",18357
30,111,"VERACRUZ DE IGNACIO DE LA LLAVE","MIXTLA DE ALTAMIRANO",12882
30,114,"VERACRUZ DE IGNACIO DE LA LLAVE","NARANJAL",4614
30,6,"VERACRUZ DE IGNACIO DE LA LLAVE","ACULTZINGO",22877
30,19,"VERACRUZ DE IGNACIO DE LA LLAVE","AQUILA",1978
30,20,"VERACRUZ DE IGNACIO DE LA LLAVE","ASTACINGA",6882
30,21,"VERACRUZ DE IGNACIO DE LA LLAVE","ATLAHUILCO",7708
30,31,"VERACRUZ DE IGNACIO DE LA LLAVE","CAMERINO Z. MENDOZA",30097
30,43,"VERACRUZ DE IGNACIO DE LA LLAVE","COETZALA",2355
30,54,"VERACRUZ DE IGNACIO DE LA LLAVE","CUICHAPA",12180
30,76,"VERACRUZ DE IGNACIO DE LA LLAVE","HUILOAPAN DE CUAUHTEMOC",10590
30,99,"VERACRUZ DE IGNACIO DE LA LLAVE","MAGDALENA",3372
30,172,"VERACRUZ DE IGNACIO DE LA LLAVE","TEZONAPA",55247
30,183,"VERACRUZ DE IGNACIO DE LA LLAVE","TLAQUILPA",7714
30,184,"VERACRUZ DE IGNACIO DE LA LLAVE","TLILAPAN",5723
30,195,"VERACRUZ DE IGNACIO DE LA LLAVE","XOXOCOTLA",6388
30,201,"VERACRUZ DE IGNACIO DE LA LLAVE","ZONGOLICA",44334
30,135,"VERACRUZ DE IGNACIO DE LA LLAVE","RAFAEL DELGADO",25956
30,138,"VERACRUZ DE IGNACIO DE LA LLAVE","LOS REYES",7537
30,141,"VERACRUZ DE IGNACIO DE LA LLAVE","SAN ANDRES TENEJAPAN",3336
30,148,"VERACRUZ DE IGNACIO DE LA LLAVE","SOLEDAD ATZOMPA",29036
30,159,"VERACRUZ DE IGNACIO DE LA LLAVE","TEHUIPANGO",29381
30,167,"VERACRUZ DE IGNACIO DE LA LLAVE","TEQUILA",14913
30,170,"VERACRUZ DE IGNACIO DE LA LLAVE","TEXHUACAN",5439
30,34,"VERACRUZ DE IGNACIO DE LA LLAVE","CATEMACO",49637
30,98,"VERACRUZ DE IGNACIO DE LA LLAVE","LERDO DE TEJADA",19116
30,5,"VERACRUZ DE IGNACIO DE LA LLAVE","ACULA",5042
30,12,"VERACRUZ DE IGNACIO DE LA LLAVE","ALVARADO",57381
30,13,"VERACRUZ DE IGNACIO DE LA LLAVE","AMATITLAN",8072
30,16,"VERACRUZ DE IGNACIO DE LA LLAVE","ANGEL R. CABADA",33518
30,142,"VERACRUZ DE IGNACIO DE LA LLAVE","SAN ANDRES TUXTLA",162223
30,144,"VERACRUZ DE IGNACIO DE LA LLAVE","SANTIAGO TUXTLA",57310
30,140,"VERACRUZ DE IGNACIO DE LA LLAVE","SALTABARRANCA",6081
30,177,"VERACRUZ DE IGNACIO DE LA LLAVE","TLACOTALPAN",13129
30,130,"VERACRUZ DE IGNACIO DE LA LLAVE","PLATON SANCHEZ",17901
30,156,"VERACRUZ DE IGNACIO DE LA LLAVE","TANTOYUCA",100783
30,82,"VERACRUZ DE IGNACIO DE LA LLAVE","IXHUATLAN DE MADERO",50294
30,28,"VERACRUZ DE IGNACIO DE LA LLAVE","BENITO JUAREZ",16996
30,57,"VERACRUZ DE IGNACIO DE LA LLAVE","CHALMA",13754
30,58,"VERACRUZ DE IGNACIO DE LA LLAVE","CHICONAMEL",6548
30,60,"VERACRUZ DE IGNACIO DE LA LLAVE","CHICONTEPEC",53527
30,65,"VERACRUZ DE IGNACIO DE LA LLAVE","CHONTLA",13354
30,74,"VERACRUZ DE IGNACIO DE LA LLAVE","HUAYACOCOTLA",21777
30,78,"VERACRUZ DE IGNACIO DE LA LLAVE","ILAMATLAN",13377
30,80,"VERACRUZ DE IGNACIO DE LA LLAVE","IXCATEPEC",12201
30,169,"VERACRUZ DE IGNACIO DE LA LLAVE","TEXCATEPEC",10824
30,179,"VERACRUZ DE IGNACIO DE LA LLAVE","TLACHICHILCO",10834
30,198,"VERACRUZ DE IGNACIO DE LA LLAVE","ZACUALPAN",6772
30,202,"VERACRUZ DE IGNACIO DE LA LLAVE","ZONTECOMATLAN",14745
30,171,"VERACRUZ DE IGNACIO DE LA LLAVE","TEXISTEPEC",19924
30,199,"VERACRUZ DE IGNACIO DE LA LLAVE","ZARAGOZA",12738
30,205,"VERACRUZ DE IGNACIO DE LA LLAVE","NANCHITAL DE LAZARO CARDENAS DEL RIO",29054
30,150,"VERACRUZ DE IGNACIO DE LA LLAVE","SOTEAPAN",34366
30,50,"VERACRUZ DE IGNACIO DE LA LLAVE","COSOLEACAQUE",123233
30,61,"VERACRUZ DE IGNACIO DE LA LLAVE","CHINAMECA",18100
30,75,"VERACRUZ DE IGNACIO DE LA LLAVE","HUEYAPAN DE OCAMPO",41894
30,91,"VERACRUZ DE IGNACIO DE LA LLAVE","JALTIPAN",38621
30,105,"VERACRUZ DE IGNACIO DE LA LLAVE","MECAYAPAN",17119
30,117,"VERACRUZ DE IGNACIO DE LA LLAVE","OLUTA",17963
30,121,"VERACRUZ DE IGNACIO DE LA LLAVE","OTEAPAN",14398
30,123,"VERACRUZ DE IGNACIO DE LA LLAVE","PAJAPAN",18083
30,146,"VERACRUZ DE IGNACIO DE LA LLAVE","SOCONUSCO",16626
30,210,"VERACRUZ DE IGNACIO DE LA LLAVE","TATAHUICAPAN DE JUAREZ",14987
30,8,"VERACRUZ DE IGNACIO DE LA LLAVE","ALAMO TEMAPACHE",107491
30,166,"VERACRUZ DE IGNACIO DE LA LLAVE","TEPETZINTLA",14603
30,188,"VERACRUZ DE IGNACIO DE LA LLAVE","TUXPAN",154303
30,33,"VERACRUZ DE IGNACIO DE LA LLAVE","CASTILLO DE TEAYO",20209
30,35,"VERACRUZ DE IGNACIO DE LA LLAVE","CAZONES DE HERRERA",24346
30,36,"VERACRUZ DE IGNACIO DE LA LLAVE","CERRO AZUL",24612
30,42,"VERACRUZ DE IGNACIO DE LA LLAVE","COATZINTLA",57293
30,132,"VERACRUZ DE IGNACIO DE LA LLAVE","POZA RICA DE HIDALGO",185632
30,174,"VERACRUZ DE IGNACIO DE LA LLAVE","TIHUATLAN",93126
30,68,"VERACRUZ DE IGNACIO DE LA LLAVE","ESPINAL",26259
30,69,"VERACRUZ DE IGNACIO DE LA LLAVE","FILOMENO MATA",19440
30,71,"VERACRUZ DE IGNACIO DE LA LLAVE","GUTIERREZ ZAMORA",23256
30,39,"VERACRUZ DE IGNACIO DE LA LLAVE","COAHUITLAN",8176
30,44,"VERACRUZ DE IGNACIO DE LA LLAVE","COLIPA",5763
30,52,"VERACRUZ DE IGNACIO DE LA LLAVE","COXQUIHUI",17047
30,53,"VERACRUZ DE IGNACIO DE LA LLAVE","COYUTLA",23349
30,66,"VERACRUZ DE IGNACIO DE LA LLAVE","CHUMATLAN",4008
30,125,"VERACRUZ DE IGNACIO DE LA LLAVE","PAPANTLA",162149
30,158,"VERACRUZ DE IGNACIO DE LA LLAVE","TECOLUTLA",24711
30,104,"VERACRUZ DE IGNACIO DE LA LLAVE","MECATLAN",12053
30,115,"VERACRUZ DE IGNACIO DE LA LLAVE","NAUTLA",10135
30,191,"VERACRUZ DE IGNACIO DE LA LLAVE","VEGA DE ALATORRE",20199
30,203,"VERACRUZ DE IGNACIO DE LA LLAVE","ZOZOCOLCO DE HIDALGO",14520
30,211,"VERACRUZ DE IGNACIO DE LA LLAVE","SAN RAFAEL",29740
30,110,"VERACRUZ DE IGNACIO DE LA LLAVE","MISANTLA",65885
30,103,"VERACRUZ DE IGNACIO DE LA LLAVE","MARTINEZ DE LA TORRE",110277
30,108,"VERACRUZ DE IGNACIO DE LA LLAVE","LAS MINAS",2953
30,11,"VERACRUZ DE IGNACIO DE LA LLAVE","ALTOTONGA",64438
30,24,"VERACRUZ DE IGNACIO DE LA LLAVE","ATZALAN",49004
30,88,"VERACRUZ DE IGNACIO DE LA LLAVE","JALACINGO",46884
30,162,"VERACRUZ DE IGNACIO DE LA LLAVE","TENOCHTITLAN",5256
30,182,"VERACRUZ DE IGNACIO DE LA LLAVE","TLAPACOYAN",60394
30,193,"VERACRUZ DE IGNACIO DE LA LLAVE","VILLA ALDAMA",12313
30,10,"VERACRUZ DE IGNACIO DE LA LLAVE","ALTO LUCERO DE GUTIERREZ BARRIOS",28153
30,190,"VERACRUZ DE IGNACIO DE LA LLAVE","URSULO GALVAN",30206
30,197,"VERACRUZ DE IGNACIO DE LA LLAVE","YECUATLA",11074
30,4,"VERACRUZ DE IGNACIO DE LA LLAVE","ACTOPAN",41395
30,2,"VERACRUZ DE IGNACIO DE LA LLAVE","ACATLAN",3744
30,17,"VERACRUZ DE IGNACIO DE LA LLAVE","LA ANTIGUA",30822
30,18,"VERACRUZ DE IGNACIO DE LA LLAVE","APAZAPAN",4666
30,25,"VERACRUZ DE IGNACIO DE LA LLAVE","TLALTETELA",16491
30,59,"VERACRUZ DE IGNACIO DE LA LLAVE","CHICONQUIACO",13815
30,67,"VERACRUZ DE IGNACIO DE LA LLAVE","EMILIANO ZAPATA",88366
30,113,"VERACRUZ DE IGNACIO DE LA LLAVE","NAOLINCO",22757
30,90,"VERACRUZ DE IGNACIO DE LA LLAVE","JALCOMULCO",5106
30,96,"VERACRUZ DE IGNACIO DE LA LLAVE","JUCHIQUE DE FERRER",15059
30,97,"VERACRUZ DE IGNACIO DE LA LLAVE","LANDERO Y COSS",1230
30,107,"VERACRUZ DE IGNACIO DE LA LLAVE","MIAHUATLAN",5255
30,187,"VERACRUZ DE IGNACIO DE LA LLAVE","TOTUTLA",17331
30,134,"VERACRUZ DE IGNACIO DE LA LLAVE","PUENTE NACIONAL",24551
30,161,"VERACRUZ DE IGNACIO DE LA LLAVE","TENAMPA",6328
30,165,"VERACRUZ DE IGNACIO DE LA LLAVE","TEPETLAN",8475
30,178,"VERACRUZ DE IGNACIO DE LA LLAVE","TLACOTEPEC DE MEJIA",4284
30,186,"VERACRUZ DE IGNACIO DE LA LLAVE","TONAYAN",6088
30,1,"VERACRUZ DE IGNACIO DE LA LLAVE","ACAJETE",9785
30,26,"VERACRUZ DE IGNACIO DE LA LLAVE","AYAHUALULCO",27209
30,94,"VERACRUZ DE IGNACIO DE LA LLAVE","JILOTEPEC",17315
30,129,"VERACRUZ DE IGNACIO DE LA LLAVE","PEROTE",77423
30,27,"VERACRUZ DE IGNACIO DE LA LLAVE","BANDERILLA",26113
30,38,"VERACRUZ DE IGNACIO DE LA LLAVE","COACOATZINTLA",11067
30,40,"VERACRUZ DE IGNACIO DE LA LLAVE","COATEPEC",93804
30,48,"VERACRUZ DE IGNACIO DE LA LLAVE","COSAUTLAN DE CARVAJAL",16167
30,81,"VERACRUZ DE IGNACIO DE LA LLAVE","IXHUACAN DE LOS REYES",11387
30,137,"VERACRUZ DE IGNACIO DE LA LLAVE","LAS VIGAS DE RAMIREZ",20118
30,157,"VERACRUZ DE IGNACIO DE LA LLAVE","TATATILA",6272
30,163,"VERACRUZ DE IGNACIO DE LA LLAVE","TEOCELO",16965
30,176,"VERACRUZ DE IGNACIO DE LA LLAVE","TLACOLULAN",11325
30,181,"VERACRUZ DE IGNACIO DE LA LLAVE","TLALNELHUAYOCAN",20202
30,194,"VERACRUZ DE IGNACIO DE LA LLAVE","XICO",39623
30,136,"VERACRUZ DE IGNACIO DE LA LLAVE","RAFAEL LUCIO",8515
31,42,"YUCATAN","KANTUNIL",5553
31,43,"YUCATAN","KAUA",3390
31,57,"YUCATAN","PANABA",7768
31,40,"YUCATAN","IZAMAL",28555
31,61,"YUCATAN","RIO LAGARTOS",3955
31,65,"YUCATAN","SAN FELIPE",2130
31,70,"YUCATAN","SUCILA",3982
31,71,"YUCATAN","SUDZAL",1957
31,77,"YUCATAN","TEKAL DE VENEGAS",2683
31,60,"YUCATAN","QUINTANA ROO",976
31,6,"YUCATAN","BUCTZOTZ",9163
31,8,"YUCATAN","CALOTMUL",4051
31,12,"YUCATAN","CENOTILLO",3732
31,14,"YUCATAN","CUNCUNUL",1655
31,17,"YUCATAN","CHANKOM",4722
31,19,"YUCATAN","CHEMAX",39581
31,21,"YUCATAN","CHICHIMILA",9404
31,22,"YUCATAN","CHIKINDZONOT",4551
31,27,"YUCATAN","DZIDZANTUN",8345
31,28,"YUCATAN","DZILAM DE BRAVO",2938
31,29,"YUCATAN","DZILAM GONZALEZ",6231
31,30,"YUCATAN","DZITAS",3998
31,31,"YUCATAN","DZONCAUICH",2813
31,32,"YUCATAN","ESPITA",16771
31,102,"YUCATAN","VALLADOLID",85057
31,104,"YUCATAN","YAXCABA",16307
31,81,"YUCATAN","TEKOM",3250
31,84,"YUCATAN","TEMAX",7043
31,85,"YUCATAN","TEMOZON",16570
31,86,"YUCATAN","TEPAKAN",2133
31,91,"YUCATAN","TINUM",12719
31,92,"YUCATAN","TIXCACALCUPUL",7889
31,96,"YUCATAN","TIZIMIN",80442
31,97,"YUCATAN","TUNKAS",3676
31,99,"YUCATAN","UAYMA",4189
31,41,"YUCATAN","KANASIN",141957
31,44,"YUCATAN","KINCHIL",7530
31,50,"YUCATAN","MERIDA",994896
31,52,"YUCATAN","MOTUL",37811
31,51,"YUCATAN","MOCOCHA",3449
31,54,"YUCATAN","MUXUPIP",2995
31,2,"YUCATAN","ACANCEH",16772
31,4,"YUCATAN","BACA",6179
31,5,"YUCATAN","BOKOBA",2167
31,7,"YUCATAN","CACALCHEN",7484
31,9,"YUCATAN","CANSAHCAB",4455
31,11,"YUCATAN","CELESTUN",8389
31,13,"YUCATAN","CONKAL",16949
31,20,"YUCATAN","CHICXULUB PUEBLO",4496
31,26,"YUCATAN","DZEMUL",3612
31,34,"YUCATAN","HOCABA",6515
31,35,"YUCATAN","HOCTUN",6382
31,38,"YUCATAN","HUNUCMA",35138
31,39,"YUCATAN","IXIL",4195
31,106,"YUCATAN","YOBAIN",2225
31,59,"YUCATAN","PROGRESO",66000
31,63,"YUCATAN","SAMAHIL",5631
31,67,"YUCATAN","SEYE",10053
31,68,"YUCATAN","SINANCHE",3201
31,78,"YUCATAN","TEKANTO",3747
31,82,"YUCATAN","TELCHAC PUEBLO",3506
31,83,"YUCATAN","TELCHAC PUERTO",1930
31,87,"YUCATAN","TETIZ",5463
31,88,"YUCATAN","TEYA",1917
31,90,"YUCATAN","TIMUCUY",7483
31,93,"YUCATAN","TIXKOKOB",18421
31,95,"YUCATAN","TIXPEHUAL",5689
31,72,"YUCATAN","SUMA",1858
31,74,"YUCATAN","TAHMEK",3774
31,100,"YUCATAN","UCU",4049
31,103,"YUCATAN","XOCCHEL",3451
31,105,"YUCATAN","YAXKUKUL",3258
31,80,"YUCATAN","TEKIT",11091
31,89,"YUCATAN","TICUL",40496
31,76,"YUCATAN","TECOH",17940
31,79,"YUCATAN","TEKAX",45040
31,1,"YUCATAN","ABALA",6550
31,3,"YUCATAN","AKIL",12285
31,10,"YUCATAN","CANTAMAYEC",2756
31,15,"YUCATAN","CUZAMA",5560
31,16,"YUCATAN","CHACSINKIN",3114
31,18,"YUCATAN","CHAPAB",3385
31,23,"YUCATAN","CHOCHOLA",4862
31,24,"YUCATAN","CHUMAYEL",3242
31,25,"YUCATAN","DZAN",6005
31,33,"YUCATAN","HALACHO",21255
31,36,"YUCATAN","HOMUN",8073
31,37,"YUCATAN","HUHI",5256
31,45,"YUCATAN","KOPOMA",2677
31,46,"YUCATAN","MAMA",3230
31,47,"YUCATAN","MANI",5775
31,48,"YUCATAN","MAXCANU",23991
31,49,"YUCATAN","MAYAPAN",3962
31,53,"YUCATAN","MUNA",13735
31,55,"YUCATAN","OPICHEN",7080
31,56,"YUCATAN","OXKUTZCAB",34067
31,58,"YUCATAN","PETO",25954
31,62,"YUCATAN","SACALUM",4718
31,64,"YUCATAN","SANAHCAT",1702
31,66,"YUCATAN","SANTA ELENA",4222
31,69,"YUCATAN","SOTUTA",8978
31,73,"YUCATAN","TAHDZIU",5844
31,75,"YUCATAN","TEABO",6921
31,94,"YUCATAN","TIXMEHUAC",5444
31,98,"YUCATAN","TZUCACAB",15346
31,101,"YUCATAN","UMAN",69136
32,40,"ZACATECAS","SAIN ALTO",21846
32,42,"ZACATECAS","SOMBRERETE",63656
32,5,"ZACATECAS","CALERA",45760
32,6,"ZACATECAS","CANITAS DE FELIPE PESCADOR",8255
32,9,"ZACATECAS","CHALCHIHUITES",10086
32,10,"ZACATECAS","FRESNILLO",240497
32,13,"ZACATECAS","GENERAL ENRIQUE ESTRADA",6652
32,21,"ZACATECAS","JIMENEZ DEL TEUL",4496
